ticker,fiscal_year,fiscal_quarter,ratio_updays,ratio_up10days,ratio_up60days,upday_50,upday10_50,upday60_50,ratio_up_return,ratio_up_volume,beat
ADBE,2005,4,0.5076923076923077,0.6,0.47692307692307695,1.0,1.0,0.0,0.2923076923076923,0.2153846153846154,1.0
ADBE,2006,1,0.5483870967741935,0.7580645161290323,1.0,1.0,1.0,1.0,0.22580645161290322,0.20967741935483872,1.0
ADBE,2006,2,0.47540983606557374,0.45901639344262296,0.45901639344262296,0.0,0.0,0.0,0.16393442622950818,0.22950819672131148,1.0
ADBE,2006,3,0.390625,0.328125,0.015625,0.0,0.0,0.0,0.109375,0.296875,1.0
ADBE,2006,4,0.5692307692307692,0.676923076923077,1.0,1.0,1.0,1.0,0.2,0.2,0.0
ADBE,2007,1,0.47540983606557374,0.5409836065573771,0.7377049180327869,0.0,1.0,1.0,0.19672131147540983,0.26229508196721313,1.0
ADBE,2007,2,0.4918032786885246,0.5573770491803278,0.6065573770491803,0.0,1.0,1.0,0.14754098360655737,0.22950819672131148,1.0
ADBE,2007,3,0.546875,0.515625,0.53125,1.0,1.0,1.0,0.15625,0.234375,1.0
ADBE,2007,4,0.5846153846153846,0.8,0.7076923076923077,1.0,1.0,1.0,0.16923076923076924,0.18461538461538463,1.0
ADBE,2008,1,0.45161290322580644,0.3387096774193548,0.12903225806451613,0.0,0.0,0.0,0.14516129032258066,0.3225806451612903,1.0
ADBE,2008,2,0.532258064516129,0.6129032258064516,0.46774193548387094,1.0,1.0,0.0,0.3064516129032258,0.1935483870967742,1.0
ADBE,2008,3,0.59375,0.59375,0.75,1.0,1.0,1.0,0.296875,0.203125,1.0
ADBE,2008,4,0.4375,0.328125,0.359375,0.0,0.0,0.0,0.234375,0.25,1.0
ADBE,2009,1,0.4918032786885246,0.3442622950819672,0.08196721311475409,0.0,0.0,0.0,0.36065573770491804,0.2459016393442623,1.0
ADBE,2009,2,0.6031746031746031,0.6349206349206349,0.5079365079365079,1.0,1.0,1.0,0.3968253968253968,0.19047619047619047,0.0
ADBE,2009,3,0.6666666666666666,0.6349206349206349,0.9682539682539683,1.0,1.0,1.0,0.30158730158730157,0.2222222222222222,1.0
ADBE,2009,4,0.546875,0.5,0.96875,1.0,0.0,1.0,0.234375,0.21875,1.0
ADBE,2010,1,0.5161290322580645,0.5161290322580645,0.7903225806451613,1.0,1.0,1.0,0.1935483870967742,0.24193548387096775,1.0
ADBE,2010,2,0.5,0.5967741935483871,0.5645161290322581,0.0,1.0,1.0,0.1774193548387097,0.27419354838709675,1.0
ADBE,2010,3,0.42857142857142855,0.47619047619047616,0.015873015873015872,0.0,0.0,0.0,0.19047619047619047,0.20634920634920634,1.0
ADBE,2010,4,0.4461538461538462,0.6153846153846154,0.2,0.0,1.0,0.0,0.2,0.2153846153846154,1.0
ADBE,2011,1,0.6031746031746031,0.6507936507936508,0.8412698412698413,1.0,1.0,1.0,0.20634920634920634,0.2698412698412698,1.0
ADBE,2011,2,0.5409836065573771,0.6065573770491803,0.6721311475409836,1.0,1.0,1.0,0.16393442622950818,0.2459016393442623,1.0
ADBE,2011,3,0.45454545454545453,0.3939393939393939,0.18181818181818182,0.0,0.0,0.0,0.2222222222222222,0.26262626262626265,1.0
ADBE,2011,4,0.4918032786885246,0.5573770491803278,0.6885245901639344,0.0,1.0,1.0,0.32786885245901637,0.19672131147540983,1.0
ADBE,2012,1,0.6190476190476191,0.9523809523809523,1.0,1.0,1.0,1.0,0.2222222222222222,0.23809523809523808,0.0
ADBE,2012,2,0.609375,0.4375,0.421875,1.0,0.0,0.0,0.15625,0.234375,1.0
ADBE,2012,3,0.546875,0.546875,0.546875,1.0,1.0,1.0,0.203125,0.25,0.0
ADBE,2012,4,0.5,0.5862068965517241,0.7758620689655172,0.0,1.0,1.0,0.1206896551724138,0.3103448275862069,1.0
ADBE,2013,1,0.5625,0.734375,1.0,1.0,1.0,1.0,0.125,0.28125,1.0
ADBE,2013,2,0.5396825396825397,0.5714285714285714,0.746031746031746,1.0,1.0,1.0,0.14285714285714285,0.23809523809523808,1.0
ADBE,2013,3,0.42857142857142855,0.6349206349206349,0.7936507936507936,0.0,1.0,1.0,0.1111111111111111,0.23809523809523808,0.0
ADBE,2013,4,0.47540983606557374,0.6885245901639344,0.9836065573770492,0.0,1.0,1.0,0.14754098360655737,0.21311475409836064,1.0
ADBE,2014,1,0.578125,0.65625,1.0,1.0,1.0,1.0,0.265625,0.25,1.0
ADBE,2014,2,0.6349206349206349,0.5238095238095238,0.42857142857142855,1.0,1.0,0.0,0.19047619047619047,0.19047619047619047,1.0
ADBE,2014,3,0.5396825396825397,0.6190476190476191,0.873015873015873,1.0,1.0,1.0,0.07936507936507936,0.30158730158730157,1.0
ADBE,2014,4,0.5081967213114754,0.5737704918032787,0.47540983606557374,1.0,1.0,0.0,0.16393442622950818,0.32786885245901637,1.0
ADI,2000,1,0.4583333333333333,0.6666666666666666,1.0,0.0,1.0,1.0,0.16666666666666666,0.20833333333333334,1.0
ADI,2000,2,0.5238095238095238,0.6507936507936508,0.06349206349206349,1.0,1.0,0.0,0.47619047619047616,0.19047619047619047,1.0
ADI,2000,3,0.4126984126984127,0.4444444444444444,0.5079365079365079,0.0,0.0,1.0,0.3492063492063492,0.31746031746031744,1.0
ADI,2000,4,0.5714285714285714,0.42857142857142855,0.6507936507936508,1.0,0.0,1.0,0.4603174603174603,0.2222222222222222,1.0
ADI,2001,1,0.4444444444444444,0.3492063492063492,0.07936507936507936,0.0,0.0,0.0,0.3492063492063492,0.23809523809523808,0.0
ADI,2001,2,0.41935483870967744,0.3548387096774194,0.20967741935483872,0.0,0.0,0.0,0.27419354838709675,0.16129032258064516,0.0
ADI,2001,3,0.3968253968253968,0.5555555555555556,0.6190476190476191,0.0,1.0,1.0,0.3333333333333333,0.15873015873015872,0.0
ADI,2001,4,0.43333333333333335,0.4666666666666667,0.5,0.0,0.0,0.0,0.3333333333333333,0.2,1.0
ADI,2002,1,0.6190476190476191,0.5555555555555556,0.6666666666666666,1.0,1.0,1.0,0.49206349206349204,0.20634920634920634,0.0
ADI,2002,2,0.4426229508196721,0.4426229508196721,0.47540983606557374,0.0,0.0,0.0,0.3114754098360656,0.19672131147540983,1.0
ADI,2002,3,0.34375,0.234375,0.078125,0.0,0.0,0.0,0.203125,0.28125,0.0
ADI,2002,4,0.421875,0.328125,0.0,0.0,0.0,0.0,0.34375,0.171875,0.0
ADI,2003,1,0.4444444444444444,0.5079365079365079,0.7142857142857143,0.0,1.0,1.0,0.3492063492063492,0.2222222222222222,1.0
ADI,2003,2,0.43548387096774194,0.4838709677419355,0.6290322580645161,0.0,0.0,1.0,0.3387096774193548,0.25806451612903225,1.0
ADI,2003,3,0.5555555555555556,0.6349206349206349,0.9365079365079365,1.0,1.0,1.0,0.36507936507936506,0.23809523809523808,0.0
ADI,2003,4,0.53125,0.625,0.921875,1.0,1.0,1.0,0.375,0.171875,1.0
ADI,2004,1,0.5555555555555556,0.6031746031746031,0.8888888888888888,1.0,1.0,1.0,0.30158730158730157,0.20634920634920634,1.0
ADI,2004,2,0.4126984126984127,0.5396825396825397,0.6507936507936508,0.0,1.0,1.0,0.2698412698412698,0.19047619047619047,1.0
ADI,2004,3,0.5,0.45161290322580644,0.45161290322580644,0.0,0.0,0.0,0.20967741935483872,0.2903225806451613,0.0
ADI,2004,4,0.515625,0.359375,0.109375,1.0,0.0,0.0,0.28125,0.203125,1.0
ADI,2005,1,0.4126984126984127,0.4126984126984127,0.6190476190476191,0.0,0.0,1.0,0.15873015873015872,0.20634920634920634,0.0
ADI,2005,2,0.41935483870967744,0.3548387096774194,0.43548387096774194,0.0,0.0,0.0,0.16129032258064516,0.1935483870967742,1.0
ADI,2005,3,0.40625,0.546875,0.546875,0.0,1.0,1.0,0.1875,0.21875,1.0
ADI,2005,4,0.47619047619047616,0.4603174603174603,0.4126984126984127,0.0,0.0,0.0,0.2222222222222222,0.2857142857142857,1.0
ADI,2006,1,0.4444444444444444,0.49206349206349204,0.5873015873015873,0.0,0.0,1.0,0.14285714285714285,0.2698412698412698,1.0
ADI,2006,2,0.532258064516129,0.5806451612903226,0.6129032258064516,1.0,1.0,1.0,0.20967741935483872,0.20967741935483872,1.0
ADI,2006,3,0.42857142857142855,0.30158730158730157,0.07936507936507936,0.0,0.0,0.0,0.09523809523809523,0.2222222222222222,1.0
ADI,2006,4,0.49206349206349204,0.5079365079365079,0.1111111111111111,0.0,1.0,0.0,0.20634920634920634,0.2698412698412698,1.0
ADI,2007,1,0.5714285714285714,0.6349206349206349,0.8095238095238095,1.0,1.0,1.0,0.19047619047619047,0.25396825396825395,0.0
ADI,2007,2,0.5245901639344263,0.5245901639344263,0.8524590163934426,1.0,1.0,1.0,0.08196721311475409,0.21311475409836064,0.0
ADI,2007,3,0.5079365079365079,0.6825396825396826,0.6825396825396826,1.0,1.0,1.0,0.25396825396825395,0.2222222222222222,1.0
ADI,2007,4,0.484375,0.53125,0.375,0.0,1.0,0.0,0.1875,0.1875,0.0
ADI,2008,1,0.3968253968253968,0.31746031746031744,0.031746031746031744,0.0,0.0,0.0,0.1111111111111111,0.30158730158730157,1.0
ADI,2008,2,0.46774193548387094,0.532258064516129,0.14516129032258066,0.0,1.0,0.0,0.2903225806451613,0.1774193548387097,1.0
ADI,2008,3,0.53125,0.59375,0.921875,1.0,1.0,1.0,0.21875,0.140625,1.0
ADI,2008,4,0.46875,0.328125,0.078125,0.0,0.0,0.0,0.15625,0.1875,1.0
ADI,2009,1,0.42857142857142855,0.30158730158730157,0.0,0.0,0.0,0.0,0.2857142857142857,0.31746031746031744,1.0
ADI,2009,2,0.5806451612903226,0.5483870967741935,0.7419354838709677,1.0,1.0,1.0,0.3548387096774194,0.16129032258064516,1.0
ADI,2009,3,0.5396825396825397,0.6984126984126984,0.9523809523809523,1.0,1.0,1.0,0.25396825396825395,0.19047619047619047,1.0
ADI,2009,4,0.59375,0.546875,0.984375,1.0,1.0,1.0,0.21875,0.296875,1.0
ADI,2010,1,0.49206349206349204,0.6984126984126984,0.6349206349206349,0.0,1.0,1.0,0.19047619047619047,0.2222222222222222,1.0
ADI,2010,2,0.41935483870967744,0.4032258064516129,0.41935483870967744,0.0,0.0,0.0,0.1774193548387097,0.20967741935483872,1.0
ADI,2010,3,0.49473684210526314,0.5263157894736842,0.5789473684210527,0.0,1.0,1.0,0.22105263157894736,0.24210526315789474,1.0
ADI,2010,4,0.6176470588235294,0.7205882352941176,0.7794117647058824,1.0,1.0,1.0,0.27941176470588236,0.29411764705882354,1.0
ADI,2011,1,0.5689655172413793,0.7586206896551724,1.0,1.0,1.0,1.0,0.1896551724137931,0.20689655172413793,1.0
ADI,2011,2,0.47619047619047616,0.5555555555555556,0.6507936507936508,0.0,1.0,1.0,0.1746031746031746,0.25396825396825395,1.0
ADI,2011,3,0.38095238095238093,0.31746031746031744,0.2857142857142857,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0
ADI,2011,4,0.5147058823529411,0.6323529411764706,0.5588235294117647,1.0,1.0,1.0,0.3235294117647059,0.25,0.0
ADI,2012,1,0.4838709677419355,0.6612903225806451,0.8225806451612904,0.0,1.0,1.0,0.14516129032258066,0.24193548387096775,0.0
ADI,2012,2,0.4603174603174603,0.38095238095238093,0.47619047619047616,0.0,0.0,0.0,0.14285714285714285,0.30158730158730157,1.0
ADI,2012,3,0.5555555555555556,0.6825396825396826,0.5238095238095238,1.0,1.0,1.0,0.1746031746031746,0.2857142857142857,0.0
ADI,2012,4,0.4393939393939394,0.5,0.7121212121212122,0.0,0.0,1.0,0.16666666666666666,0.22727272727272727,1.0
ADI,2013,1,0.6607142857142857,0.8392857142857143,1.0,1.0,1.0,1.0,0.16071428571428573,0.23214285714285715,0.0
ADI,2013,2,0.546875,0.5625,0.6875,1.0,1.0,1.0,0.140625,0.203125,0.0
ADI,2013,3,0.49206349206349204,0.5873015873015873,0.9365079365079365,0.0,1.0,1.0,0.07936507936507936,0.31746031746031744,1.0
ADI,2013,4,0.4782608695652174,0.5652173913043478,0.6086956521739131,0.0,1.0,1.0,0.08695652173913043,0.2753623188405797,1.0
ADI,2014,1,0.5454545454545454,0.4909090909090909,0.7636363636363637,1.0,0.0,1.0,0.07272727272727272,0.2909090909090909,1.0
ADI,2014,2,0.453125,0.609375,0.734375,0.0,1.0,1.0,0.09375,0.328125,1.0
ADI,2014,3,0.5588235294117647,0.5588235294117647,0.5882352941176471,1.0,1.0,1.0,0.014705882352941176,0.17647058823529413,1.0
ADI,2014,4,0.4375,0.53125,0.28125,0.0,1.0,0.0,0.078125,0.265625,1.0
ADP,2000,1,0.5094339622641509,0.6320754716981132,0.9622641509433962,1.0,1.0,1.0,0.09433962264150944,0.14150943396226415,0.0
ADP,2000,2,,,,,,,,,0.0
ADP,2000,3,0.34146341463414637,0.07317073170731707,0.0,0.0,0.0,0.0,0.2682926829268293,0.21951219512195122,1.0
ADP,2000,4,0.53125,0.609375,0.65625,1.0,1.0,1.0,0.3125,0.265625,0.0
ADP,2001,1,0.5538461538461539,0.5846153846153846,0.6615384615384615,1.0,1.0,1.0,0.23076923076923078,0.27692307692307694,0.0
ADP,2001,2,0.4444444444444444,0.6825396825396826,1.0,0.0,1.0,1.0,0.2222222222222222,0.25396825396825395,0.0
ADP,2001,3,0.5166666666666667,0.36666666666666664,0.06666666666666667,1.0,0.0,0.0,0.2,0.2,1.0
ADP,2001,4,0.515625,0.46875,0.1875,1.0,0.0,0.0,0.203125,0.234375,0.0
ADP,2002,1,0.4375,0.453125,0.28125,0.0,0.0,0.0,0.171875,0.28125,0.0
ADP,2002,2,0.5254237288135594,0.6271186440677966,0.5423728813559322,1.0,1.0,1.0,0.22033898305084745,0.22033898305084745,1.0
ADP,2002,3,0.5245901639344263,0.4426229508196721,0.5409836065573771,1.0,0.0,1.0,0.14754098360655737,0.22950819672131148,1.0
ADP,2002,4,0.4603174603174603,0.4444444444444444,0.3968253968253968,0.0,0.0,0.0,0.20634920634920634,0.1746031746031746,0.0
ADP,2003,1,0.515625,0.328125,0.0,1.0,0.0,0.0,0.234375,0.1875,1.0
ADP,2003,2,0.5714285714285714,0.5079365079365079,0.5714285714285714,1.0,1.0,1.0,0.3492063492063492,0.23809523809523808,0.0
ADP,2003,3,0.36065573770491804,0.22950819672131148,0.16393442622950818,0.0,0.0,0.0,0.13114754098360656,0.26229508196721313,1.0
ADP,2003,4,0.5714285714285714,0.6190476190476191,0.4603174603174603,1.0,1.0,0.0,0.19047619047619047,0.20634920634920634,0.0
ADP,2004,1,0.5625,0.78125,0.984375,1.0,1.0,1.0,0.21875,0.28125,1.0
ADP,2004,2,0.484375,0.4375,0.5,0.0,0.0,0.0,0.1875,0.21875,1.0
ADP,2004,3,0.5409836065573771,0.7213114754098361,1.0,1.0,1.0,1.0,0.11475409836065574,0.22950819672131148,0.0
ADP,2004,4,0.421875,0.53125,0.78125,0.0,1.0,1.0,0.1875,0.296875,1.0
ADP,2005,1,0.421875,0.34375,0.125,0.0,0.0,0.0,0.078125,0.1875,1.0
ADP,2005,2,0.5873015873015873,0.6507936507936508,0.8888888888888888,1.0,1.0,1.0,0.20634920634920634,0.2222222222222222,0.0
ADP,2005,3,0.5081967213114754,0.39344262295081966,0.3442622950819672,1.0,0.0,0.0,0.04918032786885246,0.21311475409836064,0.0
ADP,2005,4,0.59375,0.71875,0.75,1.0,1.0,1.0,0.03125,0.21875,0.0
ADP,2006,1,0.47692307692307695,0.4461538461538462,0.46153846153846156,0.0,0.0,0.0,0.046153846153846156,0.27692307692307694,1.0
ADP,2006,2,0.47619047619047616,0.6031746031746031,0.5079365079365079,0.0,1.0,1.0,0.09523809523809523,0.25396825396825395,1.0
ADP,2006,3,0.5166666666666667,0.3333333333333333,0.4666666666666667,1.0,0.0,0.0,0.05,0.2833333333333333,0.0
ADP,2006,4,0.546875,0.453125,0.609375,1.0,0.0,1.0,0.109375,0.28125,0.0
ADP,2007,1,0.5692307692307692,0.5230769230769231,0.47692307692307695,1.0,1.0,0.0,0.07692307692307693,0.26153846153846155,0.0
ADP,2007,2,0.6031746031746031,0.6031746031746031,0.9841269841269841,1.0,1.0,1.0,0.031746031746031744,0.2698412698412698,1.0
ADP,2007,3,0.5932203389830508,0.5254237288135594,0.7796610169491526,1.0,1.0,1.0,0.05084745762711865,0.23728813559322035,1.0
ADP,2007,4,0.5625,0.640625,0.75,1.0,1.0,1.0,0.109375,0.171875,0.0
ADP,2008,1,0.453125,0.421875,0.578125,0.0,0.0,1.0,0.046875,0.28125,1.0
ADP,2008,2,0.47619047619047616,0.4444444444444444,0.49206349206349204,0.0,0.0,0.0,0.09523809523809523,0.23809523809523808,0.0
ADP,2008,3,0.47540983606557374,0.4262295081967213,0.0,0.0,0.0,0.0,0.16393442622950818,0.2459016393442623,1.0
ADP,2008,4,0.5873015873015873,0.5555555555555556,0.8095238095238095,1.0,1.0,1.0,0.1746031746031746,0.20634920634920634,1.0
ADP,2009,1,0.59375,0.515625,0.515625,1.0,1.0,1.0,0.140625,0.21875,0.0
ADP,2009,2,0.5,0.40625,0.25,0.0,0.0,0.0,0.296875,0.234375,0.0
ADP,2009,3,0.5333333333333333,0.4166666666666667,0.7,1.0,0.0,1.0,0.23333333333333334,0.25,0.0
ADP,2009,4,0.53125,0.515625,0.4375,1.0,1.0,0.0,0.28125,0.171875,0.0
ADP,2010,1,0.49230769230769234,0.5692307692307692,0.6307692307692307,0.0,1.0,1.0,0.16923076923076924,0.2,0.0
ADP,2010,2,0.5333333333333333,0.4857142857142857,0.8952380952380953,1.0,0.0,1.0,0.11428571428571428,0.2,0.0
ADP,2010,3,0.5,0.6379310344827587,0.6551724137931034,0.0,1.0,1.0,0.05172413793103448,0.22413793103448276,0.0
ADP,2010,4,0.5076923076923077,0.4153846153846154,0.2153846153846154,1.0,0.0,0.0,0.12307692307692308,0.2,0.0
ADP,2011,1,0.5714285714285714,0.6349206349206349,0.6507936507936508,1.0,1.0,1.0,0.1111111111111111,0.20634920634920634,1.0
ADP,2011,2,0.5483870967741935,0.7741935483870968,1.0,1.0,1.0,1.0,0.0967741935483871,0.1774193548387097,1.0
ADP,2011,3,0.6818181818181818,0.7424242424242424,0.9848484848484849,1.0,1.0,1.0,0.07575757575757576,0.18181818181818182,0.0
ADP,2011,4,0.4098360655737705,0.4262295081967213,0.6557377049180327,0.0,0.0,1.0,0.08196721311475409,0.18032786885245902,0.0
ADP,2012,1,0.5079365079365079,0.5238095238095238,0.2857142857142857,1.0,1.0,0.0,0.2698412698412698,0.19047619047619047,0.0
ADP,2012,2,0.5081967213114754,0.7049180327868853,0.8852459016393442,1.0,1.0,1.0,0.18032786885245902,0.2459016393442623,0.0
ADP,2012,3,0.4925373134328358,0.4626865671641791,0.835820895522388,0.0,0.0,1.0,0.029850746268656716,0.16417910447761194,1.0
ADP,2012,4,0.515625,0.5,0.546875,1.0,0.0,1.0,0.109375,0.140625,0.0
ADP,2013,1,0.5081967213114754,0.639344262295082,0.9672131147540983,1.0,1.0,1.0,0.03278688524590164,0.22950819672131148,0.0
ADP,2013,2,0.5303030303030303,0.6363636363636364,0.5757575757575758,1.0,1.0,1.0,0.07575757575757576,0.22727272727272727,1.0
ADP,2013,3,0.5737704918032787,0.8360655737704918,1.0,1.0,1.0,1.0,0.06557377049180328,0.22950819672131148,1.0
ADP,2013,4,0.3870967741935484,0.5645161290322581,1.0,0.0,1.0,1.0,0.08064516129032258,0.2903225806451613,0.0
ADP,2014,1,0.5873015873015873,0.5714285714285714,0.873015873015873,1.0,1.0,1.0,0.031746031746031744,0.1746031746031746,1.0
ADP,2014,2,0.48484848484848486,0.5151515151515151,0.8636363636363636,0.0,1.0,1.0,0.045454545454545456,0.2727272727272727,1.0
ADP,2014,3,0.5344827586206896,0.6206896551724138,0.3103448275862069,1.0,1.0,0.0,0.034482758620689655,0.1896551724137931,0.0
ADP,2014,4,0.546875,0.734375,0.984375,1.0,1.0,1.0,0.03125,0.234375,1.0
ADSK,2000,1,0.5093457943925234,0.5514018691588785,0.5887850467289719,1.0,1.0,1.0,0.16822429906542055,0.29439252336448596,0.0
ADSK,2000,2,,,,,,,,,0.0
ADSK,2000,3,,,,,,,,,1.0
ADSK,2000,4,,,,,,,,,1.0
ADSK,2001,1,0.42857142857142855,0.6190476190476191,0.06349206349206349,0.0,1.0,0.0,0.31746031746031744,0.31746031746031744,1.0
ADSK,2001,2,0.42857142857142855,0.3492063492063492,0.1111111111111111,0.0,0.0,0.0,0.36507936507936506,0.3492063492063492,1.0
ADSK,2001,3,0.3968253968253968,0.4603174603174603,0.30158730158730157,0.0,0.0,0.0,0.2698412698412698,0.30158730158730157,1.0
ADSK,2001,4,0.5396825396825397,0.5555555555555556,0.4126984126984127,1.0,1.0,0.0,0.31746031746031744,0.31746031746031744,1.0
ADSK,2002,1,0.5806451612903226,0.5,0.8064516129032258,1.0,0.0,1.0,0.3709677419354839,0.3225806451612903,1.0
ADSK,2002,2,0.6031746031746031,0.6507936507936508,0.6825396825396826,1.0,1.0,1.0,0.3968253968253968,0.30158730158730157,1.0
ADSK,2002,3,0.5166666666666667,0.38333333333333336,0.6666666666666666,1.0,0.0,1.0,0.31666666666666665,0.3,0.0
ADSK,2002,4,0.5238095238095238,0.6825396825396826,0.7142857142857143,1.0,1.0,1.0,0.31746031746031744,0.30158730158730157,1.0
ADSK,2003,1,0.5573770491803278,0.7049180327868853,0.9836065573770492,1.0,1.0,1.0,0.26229508196721313,0.3442622950819672,1.0
ADSK,2003,2,0.4375,0.25,0.078125,0.0,0.0,0.0,0.21875,0.296875,1.0
ADSK,2003,3,0.5,0.40625,0.40625,0.0,0.0,0.0,0.3125,0.3125,1.0
ADSK,2003,4,0.42857142857142855,0.5873015873015873,0.7619047619047619,0.0,1.0,1.0,0.2857142857142857,0.3333333333333333,1.0
ADSK,2004,1,0.43548387096774194,0.5967741935483871,0.6129032258064516,0.0,1.0,1.0,0.3064516129032258,0.3548387096774194,1.0
ADSK,2004,2,0.5555555555555556,0.4603174603174603,0.746031746031746,1.0,0.0,1.0,0.2698412698412698,0.2222222222222222,1.0
ADSK,2004,3,0.484375,0.546875,0.65625,0.0,1.0,1.0,0.234375,0.25,1.0
ADSK,2004,4,0.5396825396825397,0.8253968253968254,1.0,1.0,1.0,1.0,0.20634920634920634,0.2857142857142857,1.0
ADSK,2005,1,0.6666666666666666,0.6825396825396826,1.0,1.0,1.0,1.0,0.2222222222222222,0.3333333333333333,1.0
ADSK,2005,2,0.6129032258064516,0.8064516129032258,0.967741935483871,1.0,1.0,1.0,0.2903225806451613,0.24193548387096775,1.0
ADSK,2005,3,0.515625,0.609375,0.859375,1.0,1.0,1.0,0.265625,0.234375,1.0
ADSK,2005,4,0.49206349206349204,0.8888888888888888,1.0,0.0,1.0,1.0,0.2857142857142857,0.23809523809523808,1.0
ADSK,2006,1,0.4032258064516129,0.3548387096774194,0.12903225806451613,0.0,0.0,0.0,0.1774193548387097,0.2903225806451613,1.0
ADSK,2006,2,0.515625,0.546875,0.90625,1.0,1.0,1.0,0.265625,0.265625,1.0
ADSK,2006,3,0.5714285714285714,0.7301587301587301,0.7777777777777778,1.0,1.0,1.0,0.25396825396825395,0.3492063492063492,1.0
ADSK,2006,4,0.5238095238095238,0.5714285714285714,0.6984126984126984,1.0,1.0,1.0,0.25396825396825395,0.23809523809523808,1.0
ADSK,2007,1,0.45161290322580644,0.3548387096774194,0.06451612903225806,0.0,0.0,0.0,0.20967741935483872,0.3064516129032258,0.0
ADSK,2007,2,0.3968253968253968,0.31746031746031744,0.36507936507936506,0.0,0.0,0.0,0.1746031746031746,0.20634920634920634,1.0
ADSK,2007,3,0.5079365079365079,0.5555555555555556,0.4603174603174603,1.0,1.0,0.0,0.3333333333333333,0.2698412698412698,0.0
ADSK,2007,4,0.5555555555555556,0.5555555555555556,0.9523809523809523,1.0,1.0,1.0,0.19047619047619047,0.1746031746031746,0.0
ADSK,2008,1,0.45901639344262296,0.3770491803278688,0.5737704918032787,0.0,0.0,1.0,0.11475409836065574,0.21311475409836064,0.0
ADSK,2008,2,0.6666666666666666,0.8888888888888888,0.7619047619047619,1.0,1.0,1.0,0.2222222222222222,0.2222222222222222,1.0
ADSK,2008,3,0.5625,0.640625,0.625,1.0,1.0,1.0,0.234375,0.25,1.0
ADSK,2008,4,0.5238095238095238,0.5555555555555556,0.6825396825396826,1.0,1.0,1.0,0.2222222222222222,0.36507936507936506,0.0
ADSK,2009,1,0.4838709677419355,0.24193548387096775,0.0,0.0,0.0,0.0,0.22580645161290322,0.22580645161290322,1.0
